Content Category Type,Content Category,title,content file type,Lesson/ Chapter,description,thumb Image file name (must be unique) (with extension),content file name (must be unique) (with extension),is Published,view order,Tag 1,Tag 2,Tag 3,Tag 4
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_বাংলাদেশের প্রকৃতি_Episode-04 (হেমন্তের শেষ………কোথাও নেই),AUDIO,বাংলাদেশের প্রকৃতি,"শোনা: ১.৩.৬ শুদ্ধ উচ্চারণে প্রশ্ন করতে ও উত্তর দিতে পারবে 
বলা: ২.৫.৩ বিভিন্ন বিষয়ে নিজের ধারণা ব্যক্ত করতে পারবে   
পড়া: ১.৪.২  পাঠে ব্যবহৃত বাক্য শ্রবণযোগ্য স্পষ্ট স্বরে ও প্রমীত উচ্চারণে সাবলীলভাবে পড়তে পারবে 
লেখাঃ  ১.৫.১ পাঠে ব্যবহৃত শব্দ দিয়ে নতুন নতুন বাক্য লিখতে পারবে    ",Bangla_Class-4_বাংলাদেশের প্রকৃতি_Episode-04.jpg,Bangla_Class-4_বাংলাদেশের প্রকৃতি_Episode-04.mp3,Yes,1253,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,The Nature of Bangladesh,বাংলাদেশের প্রকৃতি
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_বাংলাদেশের প্রকৃতি_Episode-05 (হেমন্তের শেষ………কোথাও নেই),AUDIO,বাংলাদেশের প্রকৃতি,"শোনা: ১.১.১ যুক্তব্যঞ্জন সহযোগে গঠিত শব্দ শুনে বুঝতে পারবে 
বলা: ২.৫.৩ বিভিন্ন বিষয় বর্ণনা করতে পারবে   
পড়া: ১.৩.২  যুক্তব্যঞ্জন দিয়ে গঠিত শব্দ সংবলিত বাক্য পড়তে পারবে।
লেখাঃ  ১.৪.১ যুক্তব্যঞ্জন ভেঙ্গে লিখতে পারবে    ",Bangla_Class-4_বাংলাদেশের প্রকৃতি_Episode-05.jpg,Bangla_Class-4_বাংলাদেশের প্রকৃতি_Episode-05.mp3,Yes,1254,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,The Nature of Bangladesh,বাংলাদেশের প্রকৃতি
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_বড় রাজা ছোট রাজা_Episode-06 (দুই রাজা……দেখাই যাক না),AUDIO,বড় রাজা ছোট রাজা,"শোনা: ২.২.৩ রূপকথা শুনে মূলভাব বুঝতে পারবে 
বলা: ১.১.১ যুক্তব্যঞ্জন সহযোগে তৈরী করতে শব্দ স্পষ্ট ও শুদ্ধভাবে বলতে পারবে    
পড়া: ১.৫.২  বিরাম চিহ্ন দেখে সাবলিল ভাবে অনুচ্ছেদ পড়তে পারবে।
লেখাঃ  ১.৫.১ পাঠে ব্যবহৃত শব্দ দিয়ে নতুন নতুন বাক্য লিখতে পারবে  ",Bangla_Class-4_বড় রাজা ছোট রাজা_Episode-06.jpg,Bangla_Class-4_বড় রাজা ছোট রাজা_Episode-06.mp3,Yes,1255,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,The Big King and Young King,বড় রাজা ছোট রাজা
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_বড় রাজা ছোট রাজা_Episode-07 (যুদ্ধ বাধল……আরও কি জানতে চান),AUDIO,বড় রাজা ছোট রাজা,"শোনা: ১.৩.১ নির্দেশনা শুনে বুঝতে পারবে 
বলা: ২.৫.২ বিভিন্ন বিষয় বর্ণনা করতে পারবে   
পড়া: ১.৩.২  যুক্তব্যঞ্জন দিয়ে গঠিত শব্দ সংবলিত বাক্য পড়তে পারবে।
লেখাঃ  ১.৪.১ যুক্তব্যঞ্জন ব্যবহার করে নতুন নতুন শব্দ লিখতে পারবে
১.৬.১ পাঠে ব্যবহৃত বিরামচিহ্ন ব্যবহার করে বাক্য লিখতে পারবে ",Bangla_Class-4_বড় রাজা ছোট রাজা_Episode-07.jpg,Bangla_Class-4_বড় রাজা ছোট রাজা_Episode-07.mp3,Yes,1256,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,The Big King and Young King,বড় রাজা ছোট রাজা
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_বড় রাজা ছোট রাজা_Episode-08 (বড় রাজা রেগে বললেন……ফুলে ঢোল হয়ে উঠল),AUDIO,বড় রাজা ছোট রাজা,"শোনা: ১.৩.৫ প্রশ্ন শুনে পালন করবে 
বলা: ৩.১.৩ প্রমিত উচ্চারণে জানা বিষয়বস্তু বুঝিয়ে বলতে পারবে   
পড়া: ২.৪.৪ রূপকথা পড়ে বিষয় বুঝতে পারবে।
লেখাঃ  ২.৩.৬ পঠিত ও বর্ণিত বিষয়ে প্রশ্নের ঊত্তর শুদ্ধভাবে লিখতে পারবে",Bangla_Class-4_বড় রাজা ছোট রাজা_Episode-08.jpg,Bangla_Class-4_বড় রাজা ছোট রাজা_Episode-08.mp3,Yes,1257,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,The Big King and Young King,বড় রাজা ছোট রাজা
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_বাংলার খোকা_Episode-09 (১৯২০ সালের ১৭ মার্চ……আমার ছাতাটা উকি দিয়েছি),AUDIO,বাংলার খোকা,"শোনা: ১.৩.১ নির্দেশনা শুনে পালন করব 
বলা: ২.৫.২ বিভিন্ন বিষয় বর্ণনা করতে পারবে   
পড়া: ১.৩.২ যুক্তব্যঞ্জন দিয়ে গঠিত শব্দ সংবলিত বাক্য পড়তে পারবে
লেখাঃ  ২.৩.৬ পঠিত ও বর্ণিত বিষয়ে প্রশ্নের ঊত্তর শুদ্ধভাবে লিখতে পারবে",Bangla_Class-4_বাংলার খোকা_Episode-09.jpg,Bangla_Class-4_বাংলার খোকা_Episode-09.mp3,Yes,1258,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,The Kiddy of Bengal,বাংলার খোকা
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_বাংলার খোকা_Episode-10 (মা ছেলের এমন উদারতায়……মানুষের জন্য কিছু করবে),AUDIO,বাংলার খোকা,"শোনা: ৩.১.১ নির্ধারিত বিষয়ে বর্ণনা শুনে বুঝতে পারবে
বলা: ১.১.২ যুক্তব্যঞ্জন সহযোগে তৈরি শব্দ স্পষ্ট ও শুদ্ধভাবে বলতে পারবে 
পড়া: ২.৪.৪ গল্প পড়ে বিষয় বুঝতে পারবে।
লেখাঃ  ১.৫.১ পাঠে ব্যবহৃত শব্দ দিয়ে নতুন নতুন বাক্য লিখতে পারবে  ",Bangla_Class-4_বাংলার খোকা_Episode-10.jpg,Bangla_Class-4_বাংলার খোকা_Episode-10.mp3,Yes,1259,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,The Kiddy of Bengal,বাংলার খোকা
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_বাংলার খোকা_Episode-11 (খোকার বন্ধু জেলের ছেলে……জাতির পিতা),AUDIO,বাংলার খোকা,"শোনা: ১.৩.১ নির্দেশনা শুনে বুঝতে পারবে 
বলা: ২.৫.২ বিভিন্ন বিষয় বর্ণনা করতে পারবে   
পড়া: ১.৩.১ যুক্তব্যঞ্জন সংবলিত শব্দ পড়তে পারবে
লেখাঃ  ২.৩.৪ পঠিত গল্পের বিষয়ে প্রশ্নের ঊত্তর শুদ্ধভাবে লিখতে পারবে",Bangla_Class-4_বাংলার খোকা_Episode-11.jpg,Bangla_Class-4_বাংলার খোকা_Episode-11.mp3,Yes,1260,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,The Kiddy of Bengal,বাংলার খোকা
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_বীরশ্রেষ্ঠদের বীরগাথা_Episode-12 (১৯৭১ সালের……জাহাঙ্গীর),AUDIO,বীরশ্রেষ্ঠদের বীরগাথা,"শোনা: ৩.১.১ নির্ধারিত বিষয়ে বর্ণনা শুনে বুঝতে পারবে
বলা: ১.৩.২ শুদ্ধ উচ্চারণে প্রশ্ন করতে ও উত্তর দিতে পারবে   
পড়া: ১.৪.১ পাঠে ব্যবহৃত শব্দ শ্রবণযোগ্য স্পষ্ট স্বরে ও শুদ্ধ উচ্চারণে পড়তে পারবে",Bangla_Class-4_বীরশ্রেষ্ঠদের বীরগাথা_Episode-12.jpg,Bangla_Class-4_বীরশ্রেষ্ঠদের বীরগাথা_Episode-12.mp3,Yes,1261,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,The Epic of Bir-Shrestha,বীরশ্রেষ্ঠের বীরগাথা
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_বীরশ্রেষ্ঠদের বীরগাথা_Episode-13 (মহীউদ্দিন জাহাঙ্গীরের জন্ম……মুক্তিযোদ্ধা শহীদ হন),AUDIO,বীরশ্রেষ্ঠদের বীরগাথা,"শোনা: ১.১.১ যুক্তব্যঞ্জন সহযোগে গঠিত শব্দ শুনে বুঝতে পারবে
বলা: ১.৩.২ শুদ্ধ উচ্চারণে প্রশ্ন করতে ও উত্তর দিতে পারবে   
পড়া: ১.৪.২ পাঠে ব্যবহৃত বাক্য শ্রবণযোগ্য স্পষ্ট স্বরে ও প্রমিত উচ্চারণে সাবলীলভাবে পড়তে পারবে",Bangla_Class-4_বীরশ্রেষ্ঠদের বীরগাথা_Episode-13.jpg,Bangla_Class-4_বীরশ্রেষ্ঠদের বীরগাথা_Episode-13.mp3,Yes,1262,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,The Epic of Bir-Shrestha,বীরশ্রেষ্ঠের বীরগাথা
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_বীরশ্রেষ্ঠদের বীরগাথা_Episode-14 (মহীউদ্দিন জাহাঙ্গীরের মতোই ভাবনা ছিলো……বিমান বাহিনীর ফ্লাইট লেফটেন্যান্ট),AUDIO,বীরশ্রেষ্ঠদের বীরগাথা,"শোনা:  ১.৩.১ নির্দেশনা শুনে বুঝতে পারবে 
বলা: ১.৩.২ শুদ্ধ উচ্চারণে প্রশ্ন করতে ও উত্তর দিতে পারবে   
পড়া: ২.৫.২ বর্ণনা করে বিষয় বুঝতে পারবে",Bangla_Class-4_বীরশ্রেষ্ঠদের বীরগাথা_Episode-14.jpg,Bangla_Class-4_বীরশ্রেষ্ঠদের বীরগাথা_Episode-14.mp3,Yes,1263,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,The Epic of Bir-Shrestha,বীরশ্রেষ্ঠের বীরগাথা
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_বীরশ্রেষ্ঠদের বীরগাথা_Episode-15 (মুক্তিযুদ্ধের আরেক অসীম……আত্মত্যাগ অবিস্মরণীয় হয়ে থাকবে),AUDIO,বীরশ্রেষ্ঠদের বীরগাথা,"শোনা:  ১.৩.১ নির্দেশনা শুনে বুঝতে পারবে 
বলা: ১.৩.২ শুদ্ধ উচ্চারণে প্রশ্ন করতে ও উত্তর দিতে পারবে   
পড়া: ২.৫.২ বর্ণনা করে বিষয় বুঝতে পারবে",Bangla_Class-4_বীরশ্রেষ্ঠদের বীরগাথা_Episode-15.jpg,Bangla_Class-4_বীরশ্রেষ্ঠদের বীরগাথা_Episode-15.mp3,Yes,1264,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,The Epic of Bir-Shrestha,বীরশ্রেষ্ঠের বীরগাথা
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_মোদের বাংলা ভাষা_Episode-16 (মোদের দেশে সরল……সব মানুষের মিটাক আশা),AUDIO,মোদের বাংলা ভাষা,"শোনা:  ১.৩.৫ প্রশ্ন শুনে বুঝতে পারবে 
বলা: ২.১.২ পাঠ্য কবিতা সঠিক ছন্দে আবৃতি করতে পারবে   
পড়া: ২.১.২ ছন্দ ঠিক রেখে প্রমিত উচ্চারণে ও স্বাভাবিক গতিতে কবিতা পড়তে পারে",Bangla_Class-4_মোদের বাংলা ভাষা_Episode-16.jpg,Bangla_Class-4_মোদের বাংলা ভাষা_Episode-16.mp3,Yes,1265,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,My Bangla Language ,মোদের বাংলা ভাষা ২
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_বাওয়ালিদের গল্প_Episode-17 (আমাদের জন্মভূমি……পানিতে আছে কুমির ও হাঙ্গর),AUDIO,বাওয়ালিদের গল্প,"শোনা:  ১.৩.৫ প্রশ্ন শুনে বুঝতে পারবে 
বলা: ২.১.২ পাঠ্য কবিতা সঠিক ছন্দে আবৃতি করতে পারবে   
পড়া: ২.১.২ ছন্দ ঠিক রেখে প্রমিত উচ্চারণে ও স্বাভাবিক গতিতে কবিতা পড়তে পারে",Bangla_Class-4_বাওয়ালিদের গল্প_Episode-17.jpg,Bangla_Class-4_বাওয়ালিদের গল্প_Episode-17.mp3,Yes,1266,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,The Tale of Baoalies,বাওয়ালিদের গল্প
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_বাওয়ালিদের গল্প_Episode-18 (বাওয়ালি ও মৌয়াল……পাত্র সাথে রাখেন),AUDIO,বাওয়ালিদের গল্প,"শোনা:৩.১.১ নির্ধারিত বিষয়ে বর্ণনা শুনে বুঝতে পারবে
বলা: ২.৪.১ গল্পের মূল বিষয় বলতে পারবে   
পড়া: ১.৪.১ পাঠে ব্যবহৃত বাক্য শ্রবণযোগ্য স্পষ্ট স্বরে ও শুদ্ধ উচ্চারণে পড়তে পারবে",Bangla_Class-4_বাওয়ালিদের গল্প_Episode-18.jpg,Bangla_Class-4_বাওয়ালিদের গল্প_Episode-18.mp3,Yes,1267,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,The Tale of Baoalies,বাওয়ালিদের গল্প
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_কাজলা দিদি_Episode-19 (বাঁশবাগানের মাথার উপর……মুখটি কেনো ঢাকো),AUDIO,কাজলা দিদি,"শোনা:৩.১.১ নির্ধারিত বিষয়ে বর্ণনা শুনে বুঝতে পারবে
বলা: ২.৪.১ গল্পের মূল বিষয় বলতে পারবে   
পড়া: ১.৪.১ পাঠে ব্যবহৃত বাক্য শ্রবণযোগ্য স্পষ্ট স্বরে ও শুদ্ধ উচ্চারণে পড়তে পারবে",Bangla_Class-4_কাজলা দিদি_Episode-19.jpg,Bangla_Class-4_কাজলা দিদি_Episode-19.mp3,Yes,1268,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,Kajla Didi,কাজলা দিদি
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_কাজলা দিদি_Episode-20 (খাবার খেতে আমি যখন……কেমন মজা হবে),AUDIO,কাজলা দিদি,"শোনা:২.১.৪ কবিতা শুনে মূলভাব বুঝতে পারবে
বলা: ১.৩.২ শুদ্ধ উচ্চারণে প্রশ্ন করতে ও উত্তর দিতে পারবে   
পড়া: ১.৪.১ পাঠে ব্যবহৃত বাক্য শ্রবণযোগ্য স্পষ্ট স্বরে ও শুদ্ধ উচ্চারণে পড়তে পারবে",Bangla_Class-4_কাজলা দিদি_Episode-20.jpg,Bangla_Class-4_কাজলা দিদি_Episode-20.mp3,Yes,1269,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,Kajla Didi,কাজলা দিদি
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_কাজলা দিদি_Episode-21 (ভুঁইচাপাতে ভরে গেছে……কাজলা দিদি কই),AUDIO,কাজলা দিদি,"শোনা: ১.৩.৫ প্রশ্ন শুনে বুঝতে পারবে
বলা: ২.১.১কবিতা সম্পর্কিত প্রশ্নের উত্তর দিতে পারবে   
পড়া: ২.২.২ বই দেখে সঠিক ছন্দে স্বরভঙ্গিতে, প্রমিত উচ্চারণে, স্বাভাবিক গতিতে ছড়া আবৃতি করতে পারবে ",Bangla_Class-4_কাজলা দিদি_Episode-21.jpg,Bangla_Class-4_কাজলা দিদি_Episode-21.mp3,Yes,1270,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,Kajla Didi,কাজলা দিদি
Class Four,Amar Bangla Boi (Class Four)_Radio,"Bangla_Class-4_বীরপুরুষ_Episode-22 (মনে করো, যেন…… মরা নদীর সোঁতা)",AUDIO,বীরপুরুষ,"শোনা: ১.৩.৬ শুদ্ধ উচ্চারণে প্রশ্ন করতে ও উত্তর দিতে পারবে
বলা: ২.১.১ পাঠ্য কবিতা সঠিক ছন্দে আবৃতি করতে পারবে   
পড়া: ২.১.২ ছন্দ ঠিক রেখে প্রমিত উচ্চারণে ও স্বাভাবিক গতিতে কবিতা পড়তে পারবে ",Bangla_Class-4_বীরপুরুষ_Episode-22.jpg,Bangla_Class-4_বীরপুরুষ_Episode-22.mp3,Yes,1271,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,The Hero,বীরপুরুষ
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_বীরপুরুষ_Episode-23 (আমরা কোথায় যাচ্ছি…… দেখো না চুপ করে),AUDIO,বীরপুরুষ,"শোনা: ১.৩.৫ প্রশ্ন শুনে বুঝতে পারবে
বলা: ২.১.২ পাঠ্য কবিতা সঠিক ছন্দে আবৃতি করতে পারবে   
পড়া: ২.১.২ ছন্দ ঠিক রেখে প্রমিত উচ্চারণে স্বাভাবিক গতিতে পড়তে পারবে ",Bangla_Class-4_বীরপুরুষ_Episode-23.jpg,Bangla_Class-4_বীরপুরুষ_Episode-23.mp3,Yes,1272,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,The Hero,বীরপুরুষ
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_বীরপুরুষ_Episode-24 (ছুটিয়ে ঘোড়া গেলেন…হতো তা না হলে),AUDIO,বীরপুরুষ,"শোনা: ২.১.৩ কবিতা শুনে মূল বিষয় বুঝতে পারবে
বলা: ১.৩.২ শুদ্ধ উচ্চারণে প্রশ্ন করতে ও উত্তর দিতে পারবে  
পড়া: ২.১.২ ছন্দ ঠিক রেখে প্রমিত উচ্চারণে স্বাভাবিক গতিতে পড়তে পারবে ",Bangla_Class-4_বীরপুরুষ_Episode-24.jpg,Bangla_Class-4_বীরপুরুষ_Episode-24.mp3,Yes,1273,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,The Hero,বীরপুরুষ
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_ঘুরে আসি সোনারগাঁও_Episode-25 (জানুয়ারির মাঝামাঝি…সোনারগাঁওর অবস্থান),AUDIO,ঘুরে আসি সোনারগাঁও,"শোনা: ২.২.১ গল্পের মূল বিষয় বুঝতে পারবে
বলা: ৪.১.১ দেখা ঘটনার বিষয়ে বর্ণনা করতে পারবে  
পড়া: ২.৫.৪ বর্ণনা পড়ে ভাব বুঝতে পারবে 
লেখাঃ ৩.২.১ সহজ বিষয়ে অনুচ্ছেদ লিখতে পারবে ",Bangla_Class-4_ঘুরে আসি সোনারগাঁও_Episode-25.jpg,Bangla_Class-4_ঘুরে আসি সোনারগাঁও_Episode-25.mp3,Yes,1274,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,Let's Visit Sonargaon,ঘুরে আসি সোনারগাঁও
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_ঘুরে আসি সোনারগাঁও_Episode-26 (সবাই মনোযোগ…বেশ ভালোই লাগছে),AUDIO,ঘুরে আসি সোনারগাঁও,"শোনা: ২.২.১ গল্পের মূল বিষয় বুঝতে পারবে
বলা: ৪.১.১ দেখা ঘটনার বিষয়ে বর্ণনা করতে পারবে  
পড়া: ২.৫.৪ বর্ণনা পড়ে ভাব বুঝতে পারবে 
লেখাঃ ৩.২.১ সহজ বিষয়ে অনুচ্ছেদ লিখতে পারবে ",Bangla_Class-4_ঘুরে আসি সোনারগাঁও_Episode-26.jpg,Bangla_Class-4_ঘুরে আসি সোনারগাঁও_Episode-26.mp3,Yes,1275,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,Let's Visit Sonargaon,ঘুরে আসি সোনারগাঁও
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_ঘুরে আসি সোনারগাঁও_Episode-27 (এর একটা মাত্র রাস্তা…গাছগাছালিতে ভরা চারপাশ),AUDIO,ঘুরে আসি সোনারগাঁও,"শোনা: ২.২.১ গল্পের মূল বিষয় বুঝতে পারবে
বলা: ৪.১.১ দেখা ঘটনার বিষয়ে বর্ণনা করতে পারবে  
পড়া: ২.৫.৪ বর্ণনা পড়ে ভাব বুঝতে পারবে 
লেখাঃ ৩.২.১ সহজ বিষয়ে অনুচ্ছেদ লিখতে পারবে ",Bangla_Class-4_ঘুরে আসি সোনারগাঁও_Episode-27.jpg,Bangla_Class-4_ঘুরে আসি সোনারগাঁও_Episode-27.mp3,Yes,1276,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,Let's Visit Sonargaon,ঘুরে আসি সোনারগাঁও
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_ঘুরে আসি সোনারগাঁও_Episode-28 (প্রথমেই সবাই…অনেক দিন),AUDIO,ঘুরে আসি সোনারগাঁও,"শোনা: ২.২.১ গল্পের মূল বিষয় বুঝতে পারবে
বলা: ৪.১.১ দেখা ঘটনার বিষয়ে বর্ণনা করতে পারবে  
পড়া: ২.৫.৪ বর্ণনা পড়ে ভাব বুঝতে পারবে 
লেখাঃ ৩.২.১ সহজ বিষয়ে অনুচ্ছেদ লিখতে পারবে ",Bangla_Class-4_ঘুরে আসি সোনারগাঁও_Episode-28.jpg,Bangla_Class-4_ঘুরে আসি সোনারগাঁও_Episode-28.mp3,Yes,1277,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,Let's Visit Sonargaon,ঘুরে আসি সোনারগাঁও
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_পাঠান মুলুকে_Episode-29 (সর্দারজি চুল বাঁধতে…নিলে ভালো করতাম),AUDIO,পাঠান মুলুকে,"শোনা: ২.২.১ গল্পের মূল বিষয় বুঝতে পারবে
বলা: ৪.১.১ দেখা ঘটনার বিষয়ে বর্ণনা করতে পারবে  
পড়া: ২.৫.৪ বর্ণনা পড়ে ভাব বুঝতে পারবে 
লেখাঃ ৩.২.১ সহজ বিষয়ে অনুচ্ছেদ লিখতে পারবে ",Bangla_Class-4_পাঠান মুলুকে_Episode-29.jpg,Bangla_Class-4_পাঠান মুলুকে_Episode-29.mp3,Yes,1278,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,In the Land if Pathan,পাঠান মুলুকে
Class Four,Amar Bangla Boi (Class Four)_Radio,Bangla_Class-4_পাঠান মুলুকে_Episode-30 (খানিকটা কোলে পিঠে…যে যার পথে চলল),AUDIO,পাঠান মুলুকে,"শোনা: ২.২.১ গল্পের মূল বিষয় বুঝতে পারবে
বলা: ৪.১.১ দেখা ঘটনার বিষয়ে বর্ণনা করতে পারবে  
পড়া: ২.৫.৪ বর্ণনা পড়ে ভাব বুঝতে পারবে 
লেখাঃ ৩.২.১ সহজ বিষয়ে অনুচ্ছেদ লিখতে পারবে ",Bangla_Class-4_পাঠান মুলুকে_Episode-30.jpg,Bangla_Class-4_পাঠান মুলুকে_Episode-30.mp3,Yes,1279,Amar Bangla Boi (Class Four)_Radio,আমার বাংলা বই (চতুর্থ শ্রেণি)_রেডিও,In the Land if Pathan,পাঠান মুলুকে
Class Four,English For Today (Class Four),"U -1, L- 1-3, About me",VIDEO,"U -1, L- 1-3, About me","Listening: 1.1.1 Recognize sound differences in the context of words. Speaking: 1.1.1 Repeat after the teacher and say words, phrases and sentences with proper sounds, stress and intonation. Reading: 1.7.1 Read short paragraphs, dialogues and simple letters.","EP 1, Class 4, English, U -1, L- 1-3, About me.jpg","EP 1, Class 4, English, U -1, L- 1-3, About me.mp4",Yes,1280,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,About me,এবাউট মি
Class Four,English For Today (Class Four),"U -1, L- 4-5, About me",VIDEO,"U -1, L- 4-5, About me","Listening: 1.1.1 Recognize sound differences in the context of words. Speaking: 1.1.1 Repeat after the teacher and say words, phrases and sentences with proper sounds, stress and intonation. Reading: 1.7.1 Read short paragraphs, dialogues and simple letters.","EP 2, Class 4, English, U -1, L- 4-5, About me.jpg","EP 2, Class 4, English, U -1, L- 4-5, About me.mp4",Yes,1281,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,About me,এবাউট মি
Class Four,English For Today (Class Four),"U-2 , L-1-2 , Greetings",VIDEO,"U-2 , L-1-2 , Greetings","Listening:
1.1.1 recognize sound differences in the context of words.
Speaking:
2.1.1 exchange greetings and farewells.
Reading:
1.6.1 recognize and read statements, commands, greetings,
questions & answers.","EP 3, Class 4, English, U-2 , L-1-2 , Greetings.jpg","EP 3, Class 4, English, U-2 , L-1-2 , Greetings.mp4",Yes,1282,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Greeting,গ্রিটিং 
Class Four,English For Today (Class Four),"U -2, L-3-4,Greetings",VIDEO,"U -2, L-3-4,Greetings","Listening:
1.1.1 recognize sound differences in the context of words.

Speaking:
2.1.1 exchange greetings and farewells.

Reading:
1.6.1 recognize and read statements, commands, greetings,
questions & answers.","EP 4, Class 4, English, U -2, L-3-4,Greetings.jpg","EP 4, Class 4, English, U -2, L-3-4,Greetings.mp4",Yes,1283,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Greeting,গ্রিটিং 
Class Four,English For Today (Class Four),lesson 3-5 : Unit 3: family,VIDEO,lesson 3-5 : Unit 3: family,"Reading: Students will be able to-
1.7.1. to read short paragraphs, dialogues and simple letters.

Waiting:
8.1.1. make sentences using words.","EP 5, Class 4, English, lesson 3-5 : Unit 3: family.jpg","EP 5, Class 4, English, lesson 3-5 : Unit 3: family.mp4",Yes,1284,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Family,ফ্যামিলি
