File Name,Size (MB)
"EP 32_Eng_Grade_5_Unit_10_Lesson_1-2 A.mp4",424.23
"EP 33, Class 2, Bangla, Lesson 05.mp4",591.43
"EP 33, Class 3, Bangla, Lesson 13.mp4",452.97
"EP 33, Class 4, Bangla, Lesson 11.mp4",394.88
"EP 33, Class 4, English, U -19 L-1-2, Food and meals 1.mp4",1062.41
"EP 33, Class 5, Bangla, Lesson 2.mp4",892.17
"EP 33, Class 5, English, U-8 , L-7-8 ,Activity-h,i ,Write to Me Soon!.mp4",552.14
"EP 33, Pre-Primary.mp4",503.51
"EP 33_Class 5_Math_ক্যালেন্ডার -৩.mp4",290.99
"EP 33_Eng_Grade_3_Unit_26_Lesson_3-5.mp4",129.56
"EP 33_Eng_Grade_5_Unit_10_Lesson_3-5 B.mp4",153.12
"EP 34, Class 2, Bangla, Lesson 05.mp4",773.54
"EP 34, Class 3, Bangla, Lesson 14.mp4",1538.93
"EP 34, Class 4, Bangla, Lesson 2.mp4.filepart",277.66
"EP 35, Class 5, English, Occupations, U-9, L-1-2,Activity-A.mp4",861.55
"EP 35, Pre-Primary.mp4",672.84
"EP 35_Class 5_Math_২৪ ঘন্টার সময়সূচী-১.mp4",213.33
"EP 35_Eng_Grade_3_Unit_30_Lesson_1-3.mp4",299.13
"EP 35_Eng_Grade_5_Unit_10_Lesson_6-7 E.mp4",521.37
"EP 36, Class 2, Bangla, Lesson 07.mp4",354.31
"EP 36, Class 3, Bangla, Lesson 16.mp4",338.07
"EP 36, Class 3, English, L 1 2, Numbers (81-90).mp4",859.30
"EP 36, Class 4, Bangla, Lesson 3.mp4",462.26
"EP 36, Class 4, English, U -20 L-3-4, Food and meals 2.mp4",634.60
"EP 36, Class 5, Bangla, Lesson 14.mp4",596.82
"EP 36, Pre-Primary.mp4",728.62
"EP 36_Class 5_Math_উপাত্ত বিন্যস্তকরণ-২.mp4",177.51
"EP 36_Eng_Grade_3_Unit_30_Lesson_4-6.mp4",228.54
"EP 36_Eng_Grade_5 _Unit_11 Lesson_1 A.mp4",228.33
"EP 37, Class 2, Bangla, Lesson 08.mp4",474.53
"EP 37, Class 3, Bangla, Lesson 17.mp4",336.36
"EP 37, Class 4, Bangla, Lesson 12.mp4",320.10
"EP 37, Class 4, English, U -21 L-1-2, Food around the world.mp4",638.82
"EP 37, Class 5, Bangla, Lesson 18.mp4",363.49
"EP 37, Pre-Primary.mp4",479.79
"EP 37_Class 5_Math_সারণি ও লেখচিত্রের ব্যবহার-৪.mp4",94.27
"EP 37_Eng_Grade_3_Unit_31_Lesson_1-3.mp4",155.80
"EP 37_Eng_Grade_5_Unit_11_Lesson_2-3 C.mp4",254.49
"EP 38, Class 2, Bangla, Lesson 09.mp4",284.16
"EP 38, Class 3, Bangla, Lesson 18.mp4",391.81
"EP 38, Class 4, Bangla, Lesson 2.mp4",292.43
"EP 38, Class 4, English, U -21 L-3-6, Food around the world.mp4",647.89
"EP 38, Class 5, Bangla, Lesson 1.mp4",449.91
"EP 38, Class 5, English, Lesson U -9 L-D,E Occupations.mp4",1093.18
"EP 38, Pre-Primary.mp4",851.91
"EP 38_Class 5_Math_ক্যালকুলেটর ব্যবহার.mp4",97.39
"EP 38_Eng_Grade_3_Unit_31_Lesson_4-5.mp4",159.62
"EP 38_Eng_Grade_5_Unit_11_Lesson_2-3 D.mp4",284.84
"EP 39, Class 2, Bangla, Lesson 10.mp4",300.28
"EP 39, Class 3, Bangla, Lesson 19.mp4",332.59
"EP 39, Class 4, Bangla, Lesson 3.mp4",364.22
"EP 39, Class 4, English, U -22 L-1-2, Tune up!.mp4",903.88
"EP 39, Class 5, Bangla, Lesson 2.mp4",415.28
"EP 39, Pre-Primary.mp4",629.95
"EP 39_Eng_Grade_3_Unit_33_Lesson_1-4.mp4",223.70
"EP 39_Eng_Grade_5_Unit_12_Lesson_1 A.mp4",176.04
"EP 3_Class 3 Math_সংখ্যার তুলনা.mp4",266.87
"EP 3_Class 5_Math_ভাগ করার প্রক্রিয়া -৩.mp4",212.36
"EP 3_Eng_Grade_3_Unit_2_Lesson_1-3.mp4",80.94
"EP 3_Eng_Grade_5_Unit_2_Lesson_1-2 ABC.mp4",100.28
"EP 4, Class 4, English, U -2, L-3-4,Greetings.mp4",1440.88
"EP 4, Class 5, Bangla, Lesson 4.mp4",495.31
"EP 4, Class 5, English, Unit 1, Lesson 4-5, Activity-E, Hello.mp4",1381.79
"EP 4, Pre-Primary.mp4",852.12
"EP 40, Class 2, Bangla, Lesson 11.mp4",400.98
"EP 40, Class 3, Bangla, Lesson 20.mp4",338.37
"EP 40, Class 3, English, L 1, A B Numbers (91-100).mp4",2623.34
"EP 40, Class 4, Bangla, Lesson 3.mp4",462.26
"EP 40, Class 4, English, U -22 L-3-4, Tune up!.mp4",609.65
"EP 40, Class 5, Bangla, Lesson 3.mp4",362.74
"EP 40, Class 5, English, U 9, L H, Occupations.mp4",1717.39
"EP 40, Pre-Primary 1.mp4",950.35
"EP 40, Pre-Primary.mp4",996.80
"EP 40_Eng_Grade_3_Unit_35_Lesson_1-3.mp4",213.16
"EP 40_Eng_Grade_5_Unit_12_Lesson_2 B.mp4",158.38
"EP 41, Class 2, Bangla, Lesson 12.mp4",671.77
"EP 41, Class 3, Bangla, Lesson 21.mp4",508.17
"EP 41, Class 4, Bangla, Lesson 1.mp4",426.78
"EP 41, Class 4, English, U -23 L-1-3, Write well 1.mp4",515.86
"EP 41, Class 5, Bangla, Lesson 4.mp4",454.15
"EP 41, Class 5, English, U -9 L-7-8, Activity-I,J,K, Occupations.mp4",799.51
"EP 41, Pre-Primary.mp4",908.58
"EP 41_Eng_Grade_3_Unit_35_Lesson_4-6.mp4",206.32
"EP 41_Eng_Grade_5_Unit_13_Lesson_1-3 ABC.mp4",240.61
"EP 42, Class 2, Bangla, Lesson 13.mp4",449.01
"EP 42, Class 3, Bangla, Lesson 22.mp4",479.85
"EP 42, Class 4, Bangla, Lesson 2.mp4",292.43
"EP 42, Class 4, English, U -23 L-4-5, Write well 1.mp4",2484.01
"EP 42, Class 5, Bangla, Lesson 5.mp4",421.80
"EP 42, Class 5, English, U-10 , L-1-2, A-A, My Home District.mp4",681.50
"EP 42, Pre-Primary.mp4",560.07
"EP 42_Eng_Grade_3_Unit_36_Lesson_1-3.mp4",204.82
"EP 42_Eng_Grade_5_Unit_14_Lesson_1-4 ABC.mp4",189.36
"EP 43, Class 2, Bangla, Lesson 14.mp4",399.83
"EP 43, Class 3, Bangla, Lesson 23.mp4",360.57
"EP 43, Class 4, Bangla, Lesson 4.mp4",500.26
"EP 43, Class 4, English, U -24 L-1-2 , Write well 2.mp4",733.62
"EP 43, Class 5, Bangla, Lesson 1.mp4",276.49
"EP 43, Class 5, English, U-10 , L-1-2, A, My Home District.mp4",1243.79
"EP 43, Pre-Primary.mp4",757.17
"EP 43_Eng_Grade_3_Unit_37_Lesson_1-3.mp4",266.06
"EP 43_Eng_Grade_5_Unit_15_Lesson_1-2 ABC.mp4",375.45
"EP 44, Class 2, Bangla, Lesson 15.mp4",358.51
"EP 44, Class 3, Bangla, Lesson 01.mp4",632.49
"EP 44, Class 4, Bangla, Lesson 3.mp4",364.09
"EP 44, Class 4, English, U -24 L-3-4, Write well 2.mp4",342.61
"EP 44, Class 5, Bangla, Lesson 2.mp4",444.92
"EP 44, Class 5, English, U-10 , L-3-5 , Activity-A (last para), My Home District.mp4",3844.18
"EP 44, Pre-Primary.mp4",713.46
"EP 44_Eng_Grade_3_Unit_37_Lesson_4-5.mp4",261.87
"EP 44_Eng_Grade_5_Unit_16_Lesson_1-4.mp4",475.66
"EP 45, Class 2, Bangla, Lesson 16.mp4",278.71
"EP 45, Class 3, Bangla, Lesson 02.mp4",564.75
"EP 45, Class 4, Bangla, Lesson 4.mp4",496.10
"EP 45, Class 4, English, U -25 L-1-2, Story The hen and her chicks.mp4",3144.63
"EP 45, Class 5, Bangla,  Lesson 3.mp4",304.25
"EP 45, Class 5, English, U-10 , L-3-5 , Activity-B,C, My Home District.mp4",1866.73
"EP 45_Eng_Grade_3_Unit_38_Lesson_1-2.mp4",199.27
"EP 45_Eng_Grade_5_Unit_17_Lesson_1-2.mp4",275.97
"EP 46, Class 2, Bangla, Lesson 17.mp4",835.79
"EP 46, Class 3, Bangla, Lesson 03.mp4",460.35
"EP 46, Class 4, Bangla, Lesson 15.mp4",319.92
"EP 46, Class 4, English, U -25 L-3-5 , Story The hen and her chicks.mp4",385.89
"EP 46, Class 5, Bangla, Lesson 5.mp4",283.20
"EP 46, Class 5, English, U-10 , L- 6-7,  A-D,E, My Home District.mp4",727.02
"EP 46_Eng_Grade_3_Unit_38_Lesson_3-4.mp4",227.35
"EP 46_Eng_Grade_5_Unit_18_Lesson_1-2 A.mp4",194.27
"EP 47, Class 2, Bangla, Lesson 18.mp4",372.67
"EP 47, Class 3, Bangla, Lesson 04.mp4",500.26
"EP 47, Class 4, Bangla, Lesson 5.mp4",510.70
"EP 47, Class 4, English, U -26 L-1-3 , Write well 3.mp4",351.58
"EP 47, Class 5, Bangla, Lesson 7.mp4",333.89
"EP 47, Class 5, English, U- 10, L-8-9 , Activity-H,I,J, My Home District.mp4",3095.56
"EP 47_Eng_Grade_3_Unit_39 & 40_Lesson_1-9.mp4",361.49
"EP 47_Eng_Grade_5_Unit_18_Lesson_3-4 B.mp4",149.32
"EP 48, Class 2, Bangla, Lesson 19.mp4",1169.42
"EP 48, Class 3, Bangla, Lesson 05.mp4",604.95
"EP 48, Class 4, Bangla, Lesson 15.mp4",436.93
"EP 48, Class 4, English, U-26 , L-4-6 , Write well 3.mp4",546.16
"EP 48, Class 5, Bangla, Lesson 15.mp4",371.31
"EP 48, Class 5, English, U -13 L-1, Activity-A,Telling the Time.mp4",142.61
"EP 48_Eng_Grade_5_Unit_18_Lesson_3-4 C.mp4",170.42
"EP 49, Class 2, Bangla, Lesson 20.mp4",861.24
"EP 49, Class 3, Bangla, Lesson 06.mp4",608.67
"EP 49, Class 4, Bangla, Lesson 16.mp4",428.58
"EP 49, Class 4, English, U -27 L-1-2, Write well 4.mp4",636.90
"EP 49, Class 5, Bangla, Lesson 15.mp4",319.98
"EP 49_Eng_Grade_5_Unit_19_Lesson_1-2 A.mp4",174.71
"EP 4_Class 3 Math_যোগ ( হাতে না রেখে ).mp4",63.50
"EP 4_Class 5_Math_বন্ধনীর ব্যবহার-২.mp4",221.75
"EP 4_Eng_Grade_3_Unit_2_Lesson_4-6.mp4",44.69
"EP 4_Eng_Grade_5_Unit_2_Lesson_3-4 DEF.mp4",78.21
"EP 5, Class 4, English, lesson 3-5  Unit 3 family.mp4",2016.32
"EP 5, Class 5, Bangla, Lesson 5.mp4",849.08
"EP 5, Class 5, English, Lesson Unit 1, Lesson 4-5, Activity-F, Hello.mp4",392.05
"EP 5, Pre-Primary.mp4",829.21
"EP 50, Class 2, Bangla, Lesson 21.mp4",768.32
"EP 50, Class 3, Bangla, Lesson 07.mp4",611.17
"EP 50, Class 4, Bangla, Lesson 17.mp4",579.67
"EP 50, Class 4, English, U -27 L-3-5, Write well 4.mp4",521.08
"EP 50, Class 5, Bangla, Lesson 16.mp4",263.00
"EP 50, Class 5, English, U-13 , L- 2-3, Activity-D,E, Telling the Time.mp4",1098.31
"EP 50_Eng_Grade_5_Unit_19_Lesson_3-4 B.mp4",92.90
"EP 51, Class 2, Bangla, Lesson 22.mp4",741.23
"EP 51, Class 3, Bangla, Lesson 08.mp4",650.30
"EP 51, Class 4, Bangla. Lesson 18.mp4",409.36
"EP 51, Class 4, English, U -28 L-1-3, Letter to a friend.mp4",1551.59
"EP 51, Class 5, Bangla, Lesson 17.mp4",294.24
"EP 51, Class 5, English, U -13 L-4-5, Activity-F,G,Telling the Time.mp4",3372.57
"EP 51_Eng_Grade_5_Unit_19_Lesson_3-4 C.mp4",296.06
"EP 52, Class 2, Bangla, Lesson 01.mp4",550.87
"EP 52, Class 3, Bangla, Lesson 09.mp4",479.03
"EP 52, Class 4, Bangla, Lesson 22.mp4",446.76
"EP 52, Class 4, English, U -28 L-4-6, Letter to a friend.mp4",457.57
"EP 52, Class 5, Bangla, Lesson 3.mp4",552.58
"EP 52_Eng_Grade_5_Unit_20_Lesson_1-2 AB.mp4",309.10
"EP 53, Class 2, Bangla, Lesson 02.mp4",697.35
"EP 53, Class 3, Bangla, Lesson 10.mp4",547.52
"EP 53, Class 4, Bangla, Lesson 19.mp4",329.16
"EP 53, Class 4, English, U -29 L-1-3, Animals.mp4",4642.24
"EP 53, Class 5, Bangla, Lesson 4.mp4",431.97
"EP 53, Class 5, English, U-15, L- 1(A), Happy Birthday.mp4",598.02
"EP 53_Eng_Grade_5_Unit_20_Lesson_3-4 B.mp4",232.38
"EP 54, Class 2, Bangla, Lesson 03.mp4",764.21
"EP 54, Class 3, Bangla, Lesson 11.mp4",523.03
"EP 54, Class 4, Bangla, Lesson 21.mp4",339.09
"EP 54, Class 4, English, U -29 L-4-6, Animals.mp4",644.03
"EP 54, Class 5, Bangla, Lesson 5.mp4",454.32
"EP 54, Class 5, English, Unit 15, Lesson 2 (Activity B, C), Happy Birthday.mp4",425.99
"EP 54_Eng_Grade_5_Unit_21_Lesson_1-4 AB.mp4",174.91
"EP 55, Class 2, Bangla, Lesson 04.mp4",604.06
"EP 55, Class 3, Bangla, Lesson 12.mp4",581.06
"EP 55, Class 4, Bangla, Lesson 24.mp4",239.81
"EP 55, Class 4, English, U -30 L-1-3, Months of the year 1.mp4",622.53
"EP 55, Class 5, Bangla, Lesson 21.mp4",411.42
"EP 55, Class 5, English, Unit 15, Lesson 3-4 (Activity E, F) , Happy Birthday.mp4",453.29
"EP 55_Eng_Grade_5_Unit_21_Lesson_5 B.mp4",287.03
"EP 56, Class 2, Bangla, Lesson 05.mp4",695.35
"EP 56, Class 4, Bangla, Lesson 4.mp4",581.18
"EP 56, Class 4, English, U -30 L-4-6 Months of the year 1.mp4",580.08
"EP 56, Class 5, Bangla, Lesson 22.mp4",482.34
"EP 56, Class 5, English, Unit 5,Lesson 3-4, Happy birthdayActivity G.mp4",1504.81
"EP 56,Class 3, Bangla, Lesson 13.mp4",380.97
"EP 56_Eng_Grade_5_Unit_21_Lesson_6-7 C.mp4",133.68
"EP 57, Class 2, Bangla, Lesson 06.mp4",517.68
"EP 57, Class 3, Bangla, Lesson 01.mp4",689.12
"EP 57, Class 4, Bangla, Lesson 2.mp4",788.67
"EP 57, Class 4, English, U -31 L-1-2, Months of the year 2.mp4",594.29
"EP 57, Class 5, Bangla, Lesson 24.mp4",363.17
"EP 57, Class 5, English, U - 15, L-5-6, Activity-H,I, Happy Birthday.mp4",1593.17
"EP 57_Eng_Grade_5_Unit_22_Lesson_1-2 ABC.mp4",200.25
"EP 58, Class 2, Bangla, Lesson 07.mp4",518.17
"EP 58, Class 3, Bangla, Lesson 02.mp4",360.23
"EP 58, Class 4, Bangla, Lesson 4.mp4",593.00
"EP 58, Class 4, English, U -32 L-1-2 , Days of the week.mp4",565.18
"EP 58, Class 5, Bangla, Lesson 24.mp4",791.35
"EP 58, Class 5, English, U-15, L- 5-6(J,K), Happy Birthday.mp4",375.93
"EP 58_Eng_Grade_5_Unit_23_Lesson_1 A.mp4",260.36
"EP 59, Class 2, Bangla, Lesson 08.mp4",550.50
"EP 59, Class 3, Bangla, Lesson 03.mp4",338.00
"EP 59, Class 4, Bangla, Lesson 1.mp4",752.80
"EP 59, Class 4, English, U -32 L-3-4, Days of the week.mp4",595.69
"EP 59, Class 5, Bangla, Lesson 4.mp4",311.95
"EP 59, Class 5, English, U-17, L-1-2(A,B)-Sport.mp4",772.81
"EP 59_Eng_Grade_5_Unit_23_Lesson_2-3 C.mp4",142.06
"EP 5_Class 3 Math_তিন অঙ্কের যোগ ( হাতে  রেখে ).mp4",132.97
"EP 5_Class 5_Math_বন্ধনীর ব্যবহার-২.mp4",206.36
"EP 5_Eng_Grade_3_Unit_3_Lesson_1-3.mp4",84.02
"EP 5_Eng_Grade_5_Unit_2_Lesson_5-6 G.mp4",272.44
"EP 6, Class 4, English, U -4, L-1-2, Family tree.mp4",554.98
"EP 6, Class 5, Bangla, Lesson 6.mp4",644.33
"EP 6, Class 5, English, Lesson Hello!, U-1,L 6-7,Activity-G.mp4",951.63
"EP 6, Pre-Primary.mp4",757.17
"EP 60, Class 2, Bangla, Lesson 09.mp4",368.93
"EP 60, Class 3, Bangla, Lesson 04.mp4",377.25
"EP 60, Class 4, Bangla, Lesson 6.mp4",562.09
"EP 60, Class 4, English, U -33 L-1-2, My day.mp4",808.41
"EP 60, Class 5, Bangla, Lesson 6.mp4",381.29
"EP 60, Class 5, English, Unit 17, Lesson 3-4 (D& E ), Sport.mp4",1373.14
"EP 60_Eng_Grade_5_Unit_23_Lesson_2-3 D.mp4",122.23
"EP 61, Class 2, Bangla, Lesson 10.mp4",386.20
"EP 61, Class 3, Bangla, Lesson 05.mp4",436.20
"EP 61, Class 4, Bangla, Lesson 23.mp4",314.16
"EP 61, Class 4, English, U -33 L-3-5, Simple past tense.mp4",629.84
"EP 61, Class 5, Bangla, Lesson 7.mp4",370.06
"EP 61, Class 5, English, Unit 17, Lesson 3-4 (F,G ), Sport.mp4",509.66
"EP 61_Eng_Grade_5_Unit_24_Lesson_1 B.mp4",105.95
"EP 62, Class 2, Bangla, Lesson 11.mp4",526.53
"EP 62, Class 3, Bangla, Lesson 06.mp4",319.35
"EP 62, Class 4, Bangla, Lesson 8.mp4",570.11
"EP 62, Class 4, English, U -34 L-1-2, SM Sultan (SM Sultan is……….Bangladesh)).mp4",1027.51
"EP 62, Class 5, Bangla, Lesson 8.mp4",443.48
"EP 62, Class 5, English, Unit 17, Lesson 5-6 ( H), Sport.mp4",880.01
"EP 62_Eng_Grade_5_Unit_24_Lesson_1 C.mp4",90.16
"EP 63, Class 2, Bangla, Lesson 12.mp4",408.17
"EP 63, Class 3, Bangla, Lesson 08.mp4",340.12
"EP 63, Class 4, Bangla, Lesson 9.mp4",426.20
"EP 63, Class 4, English, U -34 L-1-2, SM Sultan (people around………Jashore).mp4",1056.92
"EP 63, Class 5, Bangla, Lesson 9.mp4",298.29
"EP 63, Class 5, English, Unit 17, Lesson 5-6 ( I ), Sport.mp4",525.91
"EP 63_Eng_Grade_5_Unit_25_Lesson_1-6 A.mp4",213.30
"EP 64, Class 2, Bangla, Lesson 13.mp4",878.00
"EP 64, Class 3, Bangla, Lesson 1.mp4",630.60
"EP 64, Class 4, Bangla, Lesson 10.mp4",417.87
"EP 64, Class 4, English, U -34 L-3-5, SM Sultan.mp4",531.11
"EP 64, Class 5, Bangla, Lesson 10.mp4",427.89
"EP 64, Class 5, English, Unit 17, Lesson 7-8 (J, K), Sport.mp4",1814.91
"EP 64_Eng_Grade_5_Unit_25_Lesson_7-9 B.mp4",154.85
"EP 65, Class 2, Bangla, Lesson 14.mp4",483.98
"EP 65, Class 3, Bangla, Lesson 02.mp4",496.54
"EP 65, Class 4, Bangla, Lesson 11.mp4",552.02
"EP 65, Class 4, English, U -35 L-1-2, My trip.mp4",1407.29
"EP 65, Class 5, Bangla, Lesson 11.mp4",338.57
"EP 65, Class 5, English, Unit 19, Lesson 1,The Liberation War Museum.mp4",2665.47
"EP 65_Eng_Grade_5_Unit_25_Lesson_7-9 C.mp4",127.24
"EP 66, Class 2, Bangla, Lesson 14.mp4",305.72
"EP 66, Class 3, Bangla, Lesson 04.mp4",518.99
"EP 66, Class 4, Bangla, Lesson 12.mp4",361.65
"EP 66, Class 4, English, U -35 L-3-4,My trip.mp4",529.88
"EP 66, Class 5, Bangla, Lesson 12.mp4",278.33
"EP 66, Class 5, English, Unit 19, Lesson 2, Sunshine Magazine.mp4",630.41
"EP 67, Class 2, Bangla, Lesson 16.mp4",415.87
"EP 67, Class 3, Bangla, Lesson 02.mp4",701.53
"EP 67, Class 4, Bangla, Lesson 11.mp4",710.79
"EP 67, Class 4, English, U -36 L-1-3,On holiday 1.mp4",555.95
"EP 67, Class 5, Bangla, Lesson 13.mp4",523.75
"EP 67, Class 5, U 19, L 3 B, The Liberation War Museum.mp4",1074.50
"EP 68,  Class 4, Bangla, Lesson 10.mp4",373.24
"EP 68, Class 3, Bangla, Lesson 09.mp4",304.07
"EP 68, Class 4, English, U -36 L-4-5, On holiday 1.mp4",592.97
"EP 68, Class 5, Bangla, Lesson 3.mp4",351.31
"EP 68, Class 5, English, Unit 19, Lessons 3-4 (C), The Liberation War Museum.mp4",2849.53
"EP 69, Class 3, Bangla, Lesson 10.mp4",373.28
"EP 69, Class 4, Bangla, Lesson 12.mp4",298.99
"EP 69, Class 4, English, U -37 L-1 , On holiday 2.mp4",940.90
"EP 69, Class 5, Bangla, Lesson 3.mp4",350.54
"EP 69, Class 5, English, Unit 19, Lessons 5-6, The Liberation War Museum.mp4",1201.02
"EP 6_Class 3 Math_বিয়োগ ( হাতে না রেখে ).mp4",57.67
"EP 6_Class 5_Math_চার প্রক্রিয়া সম্পর্কিত সমস্যাবলি-২.mp4",306.99
"EP 6_Eng_Grade_3_Unit_3_Lesson_4-6.mp4",59.70
"EP 6_Eng_Grade_5_Unit_2_Lesson_7 JK.mp4",324.36
"EP 7, Class 5, Bangla, Lesson 7.mp4",398.46
"EP 7, Class 5, English, Lesson Hello! U-1, L 6-7,Activity-H,I.mp4",750.76
"EP 7, Pre-Primary.mp4",648.74
"EP 70, Class 3, Bangla, Lesson 05.mp4",484.65
"EP 70, Class 4, Bangla, Lesson 2.mp4",701.21
"EP 70, Class 4, English, U -37 L-2-3, On holiday 2.mp4",2876.44
"EP 70, Class 5, Bangla, Lesson 4.mp4",337.21
"EP 70, Class 5, English, Unit 19 Lesson 5-6 F, The liberation war museum.mp4",424.55
"EP 71, Class 3, Bangla, Lesson 01.mp4",953.08
"EP 71, Class 4, Bangla, Lesson 3.mp4",494.72
"EP 71, Class 4, English, U -38 L-1-3, A holiday letter.mp4",359.63
"EP 71, Class 5, Bangla, Lesson 14.mp4",324.20
"EP 71, Class 5, English, Unit 19, Lesson 7-8 (G & H).mp4",981.42
"EP 72, Class 3, Bangla, Lesson 02.mp4",1083.82
"EP 72, Class 4, Bangla, Lesson 5.mp4",573.42
"EP 72, Class 4, English, U -38 L-4-6 ,A holiday letter.mp4",1997.66
"EP 72, Class 5, Bangla, Lesson 3.mp4",566.17
"EP 72, Class 5, English, U 20, L 1 and 2 A, Life is beautiful, 1st paragraph.mp4",3837.17
"EP 73, Class 3, Bangla, Lesson 04.mp4",1052.25
"EP 73, Class 4, Bangla, Lesson 10.mp4",298.76
"EP 73, Class 4, English, U -39 L-1, Occupations.mp4",1219.70
"EP 73, Class 5, Bangla, Lesson 4.mp4",582.01
"EP 73, Class 5, English, Lesson Unit 20, Lesson 1 and 2 A, Life is beautiful  2ND paragraph.mp4",4280.10
"EP 74, Class 3, Bangla, Lesson 05.mp4",871.79
"EP 74, Class 4, Bangla, Lesson 6.mp4",596.89
"EP 74, Class 4, English, U -39 L-2 , Occupations.mp4",1047.51
"EP 74, Class 5, Bangla, Lesson 1.mp4",544.38
"EP 74, Class 5, English, U -20 L-3-4, Activity-A , Life is Beautiful!.mp4",3658.43
"EP 75, Class 3, Bangla, Lesson 06.mp4",712.84
"EP 75, Class 4, Bangla, Lesson 7.mp4",467.93
"EP 75, Class 4, English, U-40 , L-1-2 , A garment worker’s day.mp4",1535.63
"EP 75, Class 5, Bangla, Lesson 2.mp4",503.52
"EP 75, Class 5, English, U -20 L-3-4, Activity-B, Life is Beautiful!.mp4",1537.12
"EP 76, Class 3, Bangla, Lesson 07.mp4",536.40
"EP 76, Class 4, Bangla, Lesson 8.mp4",308.36
"EP 76, Class 4, English, U -41 L-1-3, An interview.mp4",681.86
"EP 76, Class 5, Bangla, Lesson 5.mp4",686.93
"EP 76, Class 5, English, Lesson Unit 20, Lesson 5 and 6 C, Life is beautiful!.mp4",726.96
"EP 77, Class 3, Bangla, Lesson 08.mp4",783.85
"EP 77, Class 4, Bangla, Lesson 4.mp4",602.21
"EP 77, Class 4, English, U -41 L-4-5, An interview.mp4",1440.79
"EP 77, Class 5, Bangla, Lesson 7.mp4",638.87
"EP 78, Class 3, Bangla, Lesson 09.mp4",565.55
"EP 78, Class 4, Bangla, Lesson 7.mp4",492.34
"EP 78, Class 4, English, U -42 L-1-2, Story The lion and the mouse.mp4",412.67
"EP 78, Class 5, Bangla, Lesson 115,116.mp4",390.45
"EP 78, Class 5, English, U -20 L-7-8, Activity-F.mp4",618.93
"EP 79, Class 3, Bangla, Lesson 10.mp4",642.66
"EP 79, Class 4, Bangla, Lesson 6.mp4",554.98
"EP 79, Class 4, English, U -42 L-3-4 , Story The lion and the mouse.mp4",1803.82
"EP 79, Class 5, Bangla, Lesson 117.mp4",518.24
"EP 79, Class 5, English, U -20 L-7-8, Activity-G,H.mp4",696.75
"EP 7_Class 5_Math_অক্ষর প্রতীক ব্যবহার করে সমস্যা সমাধান-১.mp4",256.54
"EP 7_Eng_Grade_3_Unit_4 & 6_Lesson_1-3.mp4",331.67
"EP 7_Eng_Grade_5_Unit_3_Lesson_1-2 A.mp4",185.09
"EP 8, Class 4, English, U - 5, L-1-2, Classroom language.mp4",362.67
"EP 8, Class 5, Bangla, Lesson 1.mp4",329.77
"EP 8, Class 5, English, Unit 02 Lesson 3-4  See you!.mp4",1000.86
"EP 8, Pre-Primary.mp4",1018.39
"EP 80, Class 3, Bangla, Lesson 11.mp4",901.73
"EP 80, Class 4, Bangla, Lesson 11.mp4",450.85
"EP 80, Class 4, English, U -42 L-5-7, Story The lion and the mouse.mp4",999.42
"EP 80, Class 5, Bangla, Lesson 11.mp4",442.33
"EP 80, Class 5, English, Lesson U -21 L-1-2, Activity-A, It Was a Great Day!(2nd Part).mp4",1823.93
"EP 81, Class 3, Bangla, Lesson 12.mp4",568.11
"EP 81, Class 4, Bangla, Lesson 5.mp4",510.70
"EP 81, Class 5, Bangla, Lesson 12.mp4",590.30
"EP 81, Class 5, English, U -21 L-1-2, Activity-A, It Was a Great Day!(2nd Part).mp4",628.99
"EP 82, Class 3, Bangla, Lesson 13.mp4",708.08
"EP 82, Class 4, Bangla, Lesson 8.mp4",1839.87
"EP 82, Class 5, Bangla, Lesson 13.mp4",389.89
"EP 82, Class 5, English, Unit 21, Lesson 3-4 A, It was a great day.mp4",386.56
"EP 83, Class 3, Bangla, Lesson 14.mp4",484.88
"EP 83, Class 4, Bangla, Lesson 9.mp4",498.33
"EP 83, Class 5, Bangla, Lesson 14.mp4",216.46
"EP 83, Class 5, English, Unit 21 Lesson 3-4 A, It Was a Great Day!(2nd Part).mp4",3584.74
"EP 84, Class 3, Bangla, Lesson 15.mp4",426.43
"EP 84, Class 4, Bangla, Lesson 7.mp4",608.49
"EP 84, Class 5, Bangla, Lesson 2.mp4",892.17
"EP 84, Class 5, English, Lesson It Was a Great Day! , U- 21, L- 5, Activity-B, Activity-B,C.mp4",5422.78
"EP 85, Class 3, Bangla, Lesson 16.mp4",494.24
"EP 85, Class 4, Bangla, Lesson 9.mp4",493.43
"EP 85, Class 5, English, Lesson U -21 L-6-7, Activity-E, It Was a Great Day!.mp4",1171.16
"EP 86, Class 3, Bangla, Lesson 01.mp4",383.43
"EP 86, Class 4, Bangla, Lesson 10.mp4",772.22
"EP 86, Class 5, English, U -21 L-6-7, Activity-E, It Was a Great Day!.mp4",1223.04
"EP 87, Class 3, Bangla, Lesson 02.mp4",542.33
"EP 87, Class 5, English, U -22 L-1-2, Activity-A, Completing Forms.mp4",637.55
"EP 88, Class 3, Bangla, Lesson 03.mp4",606.70
"EP 88, Class 5, English, U -22 L-1-3, Activity-B,C, Completing Forms.mp4",425.86
"EP 89, Class 3, Bangla, Lesson 04.mp4",623.69
